"고시년도","회차","개최일자","안건일련번호","소관부서","안건제목","심의결과","개요"
"2004","1","2004-01-16 00:00:00.0","8","시설계획과","도시계획시설(시장)변경(폐지)결정
 ","보  류","  서초구 방배동 923-6 일대
  - 면    적 : 3,300.6㎡
  - 변경내용 : 시장폐지
 "
"2004","1","2004-01-16 00:00:00.0","9","시설계획과","도시계획시설(공원)변경결정
 ","원안가결","  은평구 갈현동 436-14 일대
  - 면    적 : 1,723㎡   1,739㎡(증16㎡)
 "
"2004","1","2004-01-16 00:00:00.0","10","시설계획과","도시계획시설(공원)변경결정
 ","원안가결","  강동구 길동 산6번지 일대
  - 면   적 : 588,395㎡   727,032㎡
               (증 138,637㎡)
 "
"2004","1","2004-01-16 00:00:00.0","11","재래시장대책반","시장 재건축사업에 따른 층수완화
 ","원안가결","  양천구 신정동 201-1 일대
  - 제2종 일반주거지역에서 재래시장의 층수완화
     (12층 이하   15층 이하)
 "
"2004","1","2004-01-16 00:00:00.0","12","주택기획과","상신아파트 재건축사업을 위한
 정비구역지정 심의(안)
 ","보  류","  동작구 사당동 1000-8 일대
  - 면 적 : 21,026.4㎡
 "
"2004","1","2004-01-16 00:00:00.0","13","주거정비과","세운상가(제1∼제9지구)구역변경지정 및 세운상가4구역 지정
 ","원안가결","  종로구 예지동 85 일대
  - 면 적 : 33,190.1㎡
 "
"2004","1","2004-01-16 00:00:00.0","14","주거정비과","세운상가구역(제32지구)변경지정
 ","원안가결","  중구 충무로4가 79 일대
  - 면 적 : 6,783.3㎡
 "
"2004","1","2004-01-16 00:00:00.0","15","주거정비과","공덕제3주택재개발구역변경지정
 ","원안가결","  마포구 공덕동 188-1,아현동 649-1 일대
  - 면 적 : 32,014.4㎡
 "
"2004","1","2004-01-16 00:00:00.0","16","주거정비과","도시·주거환경정비기본계획변경
 ","수정가결","  길음뉴타운내 4개 구역
  - (가칭) 길음7구역, 길음8구역, 정릉9구역,
    역세권구역
  - 면 적 : 217,000㎡
 "
"2004","5","2004-03-24 00:00:00.0","1","도시관리과","송파구 문정동 제1종
 지구단위 계획구역 결정
 ","부결","○ 송파구 문정동 38-3 일대
     (철도부지)
      - 면  적 : 9,241㎡
 "
"2004","5","2004-03-24 00:00:00.0","3","시설계획과","도시계획시설(유수지, 
 도로) 결정 및 변경결정
 ","원안가결","○ 구로구 구로동 1-4 일대
   - 유수지 : 23,800㎡→
                   20,202㎡(감 3,598㎡)
   - 도로신설 : 폭15m, 연장 143m
 "
"2004","5","2004-03-24 00:00:00.0","4","시설계획과","도시계획시설(종합의료
 시설, 공원) 및 용도지역 
 변경결정
 ","원안가결","〈종합의료시설 및 공원 변경결정〉
 ○ 위 치 : 동작구 신대방동 395 일대
   - 종합의료시설 변경 : 17,336㎡→24,523㎡
                         (증 7,187㎡)
   - 공원 변경 : 422,328㎡→415,141㎡
                 (감 7,187㎡)
 ○ 송파구 문정동 2-5외 1필지
   - 공원신설 : 37,031㎡(대체공원)
 〈용도지역 변경 결정〉
 ○ 위 치 : 동작구 신대방동 395 일대(면적 : 7,187㎡)
     제1종 일반주거지역(4층 이하)
       → 제2종 일반주거지역(12층 이하)
 "
"2004","5","2004-03-24 00:00:00.0","5","시설계획과","도시계획시설(종합의료
 시설) 결정
 ","보류","○ 용산구 한남동 657-58 일대(면적 : 15,195㎡)
   - 도로(B=6m, L=368m, 면적 2,203㎡)중복 결정
 "
"2004","5","2004-03-24 00:00:00.0","6","시설계획과","도시계획시설(공공청사,학교)결정 및 변경결정
 ","원안가결","〈공공청사 결정〉
 ○ 금천구 시흥동 113-79 일대(면적 : 17,200㎡)
 〈공공청사 폐지〉
 ○ 금천구 독산동 441-6 일대(면적 : 15,611㎡)
 〈학교폐지〉
 ○ 금천구 시흥동 113-79 일대(면적 : 16,564㎡)
 "
"2004","5","2004-03-24 00:00:00.0","7","시설계획과","도시계획시설(공공청사)
 결정 및 용도지역 
 변경결정
 ","보류","○ 성북구 삼선동5가 411번지 일대
   - 공공청사 결정(면적 : 10,482.3㎡)
   - 용도지역 변경결정(면적 : 8,865.1㎡)
      &#65381; 제3종일반주거지역 → 준주거지역
 "
"2004","5","2004-03-24 00:00:00.0","8","시설계획과","도시계획시설(공원·수도) 
 결정 및 변경결정
 ","수정가결","○ 성동구 성수1가동 685번지일대
   - 공원시설 : 232,556㎡
   - 수도시설 : 173,727㎡ → 147,010㎡
                  (감:26,717㎡)
 "
"2004","5","2004-03-24 00:00:00.0","15","주거정비과","도시·주거환경정비
 기본계획 수립
 ","차기회의","○ 서울시 노후·불량주택지역에 대한
   - 주거환경개선사업 및 주택재개발
     사업부문 기본계획
 "
"2004","5","2004-03-24 00:00:00.0","10","재래시장대책반","시장재건축사업에 따른 층수 완화
 ","원안가결","○ 서초구 방배동 923-6 일대
   - 면  적 : 3,300.6㎡
 "
"2004","5","2004-03-24 00:00:00.0","11","주택기획과","상신아파트 재건축사업을 
 위한 정비구역 지정
 ","수정가결","○ 동작구 사당동 1000-8 일대
   - 면  적 : 21,026.4㎡
 "
"2004","5","2004-03-24 00:00:00.0","12","주택기획과","장안시영2단지 2차 아파트
 재건축 정비구역지정
 ","수정가결","○ 동대문구 장안동 329-2번지 일대
   - 면  적 : 38,026㎡
 "
"2004","5","2004-03-24 00:00:00.0","13","주거정비과","상도4주택재개발구역변경 지정
 ","수권","○ 동작구 상도동 산 47번지 일대
   - 면  적 : 153,007.5㎡ → 154,114.5㎡
             (증1,107㎡)
   - 구역 지정시 부여된 조건 이행을 위한
     구역경계조정 및 공공시설 설치계획 변경
 "
"2004","5","2004-03-24 00:00:00.0","14","주거정비과","전농3-2주택재개발구역변경 지정
 ","원안가결","○ 동대문구 답십리4동 1번지 일대
   - 면  적 : 26,058㎡→26,398㎡
              (증 340㎡)
   - 구역면적 및 토지이용계획,
     건축배치계획의 변경 등
 "
"2009","22","2009-12-16 00:00:00.0","1","도심재정비1담당관","마포로4구역 및 마포로4구역 제9지구 도시환경정비구역 변경 지정","원안가결","○ 위 치 : 서대문구 미근동 8-1번지 일대
 ○ 면 적 : 2,929.8㎡ 
 ○ 내 용 : 구역 확장으로 인한 정비구역 변경 지정"
"2009","22","2009-12-16 00:00:00.0","5","시설계획과","도시계획시설(학교) 건축물 높이제한 완화","원안가결","○ 위치 : 서대문구 대현동 11-1 일대(이화여대)
 ○ 높이 : 기숙사(7층→10층), 과학관(3층→4/5층)
 ○ 내용 : 국제기숙사 등 신축위한 높이제한 완화"
"2009","22","2009-12-16 00:00:00.0","8","시설계획과","도시계획시설(학교) 변경결정","수정가결","○ 위치 : 노원구 월계동 648-7 외 3개소
 ○ 대상 : 인덕공고 외 3개교
 ○ 내용 : 건축물 범위 결정을 위한 도시계획시설 결정"
"2009","22","2009-12-16 00:00:00.0","10","주택공급과","논현경복아파트 주택재건축 정비계획 및 정비구역 지정","수정가결","○ 위 치 : 강남구 논현동 276번지 일대
 ○ 면 적 : 15,423.9㎡
 ○ 내 용 : 재건축 정비계획 수립 및 정비구역 지정"
"2009","22","2009-12-16 00:00:00.0","4","주거정비과","신수2구역 주택재건축 정비계획 및 정비구역 지정","보류","○ 위 치 : 마포구 신수동 255-7번지 일대
 ○ 면 적 : 17,264㎡
 ○ 내 용 : 단독 재건축 정비구역 지정"
"2002","5","2002-05-22 00:00:00.0","1","시설계획과","도시계획시설(공원) 변경결정
 ","원안가결"," 구로구 고척동 산9-14번지 일대(고척공원) 
  - 규 모 : 88,000㎡ → 107,124㎡
 "
"2002","5","2002-05-22 00:00:00.0","2","시설계획과","도시계획시설(공원) 변경결정
 ","보  류"," 영등포구 신길동 895번지 일대
   (메낙골공원) 
  - 규 모 : 51,470㎡ → 51,470㎡ 
               (위치변경)
 "
"2002","5","2002-05-22 00:00:00.0","3","시설계획과","도시계획시설(광장) 및
 도시계획사업(시가지 조성사업)
 변경결정
 ","부  결"," 강서구 공항동 36번지 일대
  - 광 장 : 36,000㎡ → 17,500㎡
  - 시가지조성사업 : 3,928,807㎡ → 3,915,047㎡
 "
"2002","5","2002-05-22 00:00:00.0","4","시설계획과","자연경관지구 안의 건축물
 (학교) 높이제한 완화 
 ","조건부가결"," 동대문구 회기동 1-5번지 일대
   (경희대학교)
  - 중·고교 교사 1동(5층, 20m)
 "
"2002","5","2002-05-22 00:00:00.0","5","시설계획과","자연경관지구 안의 건축물 
 (학교) 높이제한 완화 
 ","원안가결"," 서대문구 대현동 11-1번지 일대
   (이화여자대학교)  
  - 종합과학관 등 4동(4∼7층, 
     14.95∼28m)
 "
"2002","5","2002-05-22 00:00:00.0","6","시설계획과","도시계획시설(학교) 용적률 완화
 ","원안가결"," 강서구 방화동 648-1번지(방화
  초교·공항고교) 
  - 용적률 완화 : 50% 이하 → 
                         60% 이하
 "
"2002","5","2002-05-22 00:00:00.0","7","시설계획과","도시계획시설(학교) 변경결정
 ","원안가결"," 강서구 오곡동 산88-2번지
  (오곡초교)
  - 면 적 : 6,827㎡ → 0㎡       
 "
"2002","5","2002-05-22 00:00:00.0","8","시설계획과","도시계획시설(철도) 결정
 ","보  류"," 지하철9호선 여의도구간
  - 본  선 : 영등포구 당산동 1-1번
                 지∼ 여의도동 2-6번지
         (연장 2,087m, 폭 20∼28m)
  - 정거장 : 영등포구 여의도동 1- 
                 1번지 (규모 10,226㎡)
 "
"2002","5","2002-05-22 00:00:00.0","9","재개발과","서울역∼서대문2구역 제2-1지구 도심재개발구역 변경결정
 ","보  류"," 중구 의주로1가 21-1번지 일대
  - 면 적 : 3,129㎡
 "
"2002","5","2002-05-22 00:00:00.0","10","재개발과","마포로 제1구역 제46지구
 도심재개발구역 변경결정
 ","보  류"," 마포구 신공덕동 55-1번지 일대
  - 면 적 : 3,753.1㎡
 "
"2002","5","2002-05-22 00:00:00.0","11","재개발과","숭인 제3주택재개발구역
 변경지정
 ","원안가결"," 종로구 숭인동 206, 1429번지 일대
  - 면 적 : 24,087㎡ → 19,276.7㎡
 "
"2002","5","2002-05-22 00:00:00.0","12","도시관리과","신설 지구단위계획구역내 
 도시계획시설(공공청사) 변경결정
 ","속개회의"," 동대문구 신설동 97-8외 1필지
  - 면 적 : 4,195㎡ → 0㎡
 "
"2002","5","2002-05-22 00:00:00.0","13","도시계획과","이태원로 주변 지구단위계획구역내 용도지역·지구 변경결정 및 결정
 ","속개회의"," 용산구 이태원동 119-25번지 
  일대,  한남동 737-29번지 일대  
   등
  - 용도지역 변경결정 : 259,262㎡
  - 용도지구 결정 : 145,510㎡
 "
"2002","5","2002-05-22 00:00:00.0","14","도시계획과","도시계획용도지구(미관지구)
 변경 결정
 ","속개회의"," 서대문구 의주로·통일로 외 5개  
  노선
   -역사문화미관지구 → 일반미관
     지구
 "
"2002","5","2002-05-22 00:00:00.0","15","도시계획과","자연경관지구내 건축규제 완화구역 지정
 ","속개회의"," 종로구 행촌동 1-114번지 일대
  - 건폐율 : 30% → 40% 이하
  - 높  이 : 3층(12m) → 4층(15m) 
                이하
 "
"2003","5","2003-05-28 00:00:00.0","4","도시계획과","자연경관지구안의 건축물(학교) 
 높이제한 완화
 ","원안가결"," 종로구 행촌동 171-1 
  (대신중·고교)
  -3층(12m)이하→5층(21.2m)이하
 "
"2003","5","2003-05-28 00:00:00.0","2","도시계획과","개발행위허가제한지역 지정
 ","원안가결"," 노원구·구로구·강동구 일대
  - 면 적 : 1,789,102㎡
 "
"2003","5","2003-05-28 00:00:00.0","3","도시계획과","도시관리계획(미관지구) 결정 및 변경결정
 ","원안가결"," 강서구 양천길 일대
  - 면 적 : 108,000㎡
  강동구 고동동길, 선사로 일대
  - 면 적 : 76,800㎡
 "
"2003","5","2003-05-28 00:00:00.0","5","시설계획과","자연경관지구내 건축물(학교) 
 높이제한 완화
 ","원안가결","성동구 행당동 17일대
 (한양대학교)
  - 면적 : 514,767㎡
  - 3층(12m이하)→ 7층(28m이하)
    ※건축물 16개동 신·증축
 "
"2003","5","2003-05-28 00:00:00.0","6","시설계획과","자연경관지구내 건축물(학교)
 높이제한 완화
 ","원안가결"," 동대문구 회기동 1-5일대
  경희대학교)
  - 면 적 : 410,230㎡
  - 3층(12m)이하→7층(28m)이하
    ※ 건축물 3개동 신·증축
 "
"2003","5","2003-05-28 00:00:00.0","7","시설계획과","도시계획시설(자동차정류장) 
 변경결정
 ","원안가결"," 금천구 가산동 38-1일대(자동차정류장 폐지)
  - 면 적 : 1,626㎡
 "
"2003","5","2003-05-28 00:00:00.0","8","시설계획과","도시계획시설(학교)변경 및 
 자연경관지구내 건축물 높이
 제한 완화
 ","원안가결"," 성북구 돈암동 83-145일대
  - 면 적 : 7,698㎡
  - 초등학교 → 중학교
     (학교등급 변경)
  - 3층(12m)이하→5층(20m)이하
 "
"2003","5","2003-05-28 00:00:00.0","9","시설계획과","도시계획시설(공원) 결정
 ","원안가결"," 광진구 자양동 792-1
  (어린이공원 신설)
  - 면 적 : 494.8㎡
 "
"2003","5","2003-05-28 00:00:00.0","10","주거정비과","고척제2주택재개발구역 
 변경지정
 ","수정가결"," 구로구 고척동 1번지 일대
  - 면 적 : 55,508㎡
 "
"2003","5","2003-05-28 00:00:00.0","11","주거정비과","홍은제10주택재개발구역 지정
 ","원안가결"," 서대문구 홍은동 177번지 일대
  - 면 적 : 15,299㎡
 "
"2003","5","2003-05-28 00:00:00.0","15","주거정비과","흑석제5주택재개발구역 지정
 ","보  류"," 동작구 흑석동 45-1 일대
  - 면 적 : 40,238㎡
 "
"2003","5","2003-05-28 00:00:00.0","13","주거정비과","서울역-서대문1구역 제4·6지구 
 도심재개발구역 변경지정
 ","수정가결"," 중구 순화동 195-1 일대
  - 면 적 : 48,761㎡
  - 제4·6지구 통합하여 4지구로
     변경
 "
"2003","5","2003-05-28 00:00:00.0","18","주거정비과","쌍문제1주택재개발구역 사업계획(건축계획) 변경
 ","속  개"," 도봉구 쌍문1동 414번지 일대
  - 면 적 : 16,415㎡
 "
"2003","5","2003-05-28 00:00:00.0","16","주거정비과","불광제3주택재개발구역 지정
 ","속  개"," 은평구 불광동 17번지 일대
  - 면 적 : 70,054㎡
 "
"2003","5","2003-05-28 00:00:00.0","17","주거정비과","용두제2주택재개발구역 지정
 ","속  개"," 동대문구 용두1동 74-1 일대
  - 면 적 : 21,482㎡
 "
"2003","5","2003-05-28 00:00:00.0","19","주거정비과","순화구역도심재개발구역 지정
 ","속  개"," 중구 순화동 180번지 일대
  - 면 적 : 14,751.5㎡
  - 용도지역변경 : 일반주거 
          → 준주거  (대상지 전체)
 "
"2011","7","2011-05-04 00:00:00.0","2","주거정비과","월계4 주택재개발정비구역 지정","부결","○ 위치 : 노원구 월계동 672번지 일대
 ○ 면적 : 23,525㎡
 ○ 내용 : 용적률 177.21% → 200%
          평균층수 7층 → 12.9층
          세대수 316세대 → 340세대"
"2011","7","2011-05-04 00:00:00.0","1","도시개발과","도시개발구역 개발계획 변경","조건부가결","○ 위  치 : 송파구 문정동 350번지 일대
 ○ 면  적 : 548,239㎡
 ○ 내  용 : 문정 도시개발구역 개발계획 변경"
"2005","18","2005-11-24 00:00:00.0","2","뉴타운사업2반","도시관리계획(용도지역)변경
 결정","원안가결","ㅇ마포구 합정동 418-8번지 일원
    - 용도지역변경37,527㎡
 "
"2005","18","2005-11-24 00:00:00.0","5","도시관리과","여의도아파트지구개발기본계획(정비계획) 변경 심의결과 조치보고
 ","보고","ㅇ위치 : 영등포구 여의도동 일원
 ㅇ면적 : 550,734㎡(기정590,000)㎡
 "
"2005","18","2005-11-24 00:00:00.0","8","시설계획과","도시계획시설(공원) 결정 및 변경결정
 ","원안가결","ㅇ중구 신당동 843-7일대 
    - 일부해제 : 99.7㎡
 ㅇ중구 신당동 432-917일대 
    - 신 설 : 423㎡ 
 "
"2005","18","2005-11-24 00:00:00.0","11","도시계획과","도시관리계획(용도지구:
  경관지구)변경결정
 ","수정가결","ㅇ서대문구 연희1동,3동 일대
   - 경관지구 해제 : 699번지일대 감5,751㎡
   - 경관지구 신설 : 437번지일대 증9,877㎡
                434-28번지일대증 1,718㎡
   - 경관지구 완화 : 141-34, 339번지일대 건폐율30%→40%,높이3층12m→4층15m
 "
"2005","18","2005-11-24 00:00:00.0","12","도시계획과","자연경관지구 건축규제 완화 
 구역지정","원안가결","ㅇ성북구 하월곡동39-1호내
   - 면 적 : 5,715㎡
   - 높이3층,12m→3층,16m,
 "
"2005","18","2005-11-24 00:00:00.0","15","도시계획과","도시관리계획(용도지역) 
 변경결정","조건부가결","ㅇ구로구 신도림동 360-51 일대 (대성연탄 부지)
    - 변경내용 :준공업 → 일반상업
    - 면    적 : 25,651㎡
 "
"2005","18","2005-11-24 00:00:00.0","13","도시계획과","도시관리계획(용도지역) 
 변경결정","원안가결","ㅇ동대문구 전농동 494 일대(전농도시환경정비예정구역)
    - 변경내용 : 제3종일반주거 → 일반상업
    - 면    적 : 28,460㎡
 "
"2005","18","2005-11-24 00:00:00.0","14","도시계획과","도시관리계획(용도지역) 
 변경결정","자문","ㅇ구로구 고척동 57번지 일대 (백광산업 )
    - 자연녹지 → 준공업 (70,578㎡)
    - 자연녹지 → 제1종일반주거 (278㎡)
    - 자연녹지 → 제2종일반주거 (25,651㎡)
 "
"2005","18","2005-11-24 00:00:00.0","4","도시관리과","원효&#8729;이촌아파트지구개발기본계획(정비계획) 변경결정
 ","원안가결","ㅇ위 치 :
 -원효지구 : 원효로 제2동 일대 
 -이촌지구 : 이촌 제2동 일대
 ㅇ면 적 : -원효지구 : 27,117.3㎡
           -이촌지구 :98,270.6㎡
 "
"2005","18","2005-11-24 00:00:00.0","6","시설계획과","도시계획시설(유통업무
  설비) 세부시설 결정
 ","자문","ㅇ서초구 양재동 225번지 일대(한국화물터미널)
    - 당 초 : 화물자동차정류장(96,017㎡)
    - 변경:화물터미널,대규모점포,창고(55,421㎡)
 "
"2005","18","2005-11-24 00:00:00.0","7","시설계획과","도시계획시설 (하수도) 결정
 ","수정가결","ㅇ강동구 고덕동 36-4번지 일대
    - 연 장 : 717m
    - 면 적 : 15,804㎡  
    - 규 격 : 4m(B) x 3m(H)
 "
"2005","18","2005-11-24 00:00:00.0","9","시설계획과","도시계획시설 (학교)  
  건축물 높이제한 완화
 ","원안가결","ㅇ광진구 광장동 353일대 (장로신학대학교) - 옐림관 및 샤턱학생회관 : 4층→7층
 "
"2005","18","2005-11-24 00:00:00.0","10","시설계획과","도시계획시설 (도로,광장) 결정
 ","원안가결","ㅇ헌릉로~양재대로간 연결도로 및 광장 개설
    - 도로신설
      · 위치 : 서초구 원지동 산 82-10~염곡동 200-4
      · 규모 : B=5~25m, L=1,690m
   - 광장 2개소 신설
      · 서초구 원지동 91-1일대 A=43,262㎡
      · 서초구 염곡동 산51-1일대 A=82,658㎡
 "
"2005","18","2005-11-24 00:00:00.0","1","시장지원반","상업지역내 주거복합건물의 
 용적률 결정
 ","수정가결","ㅇ수색동 368-24번지 외 37필지
   (수일시장 일대)
 - 주택연면적 비율 : 80% 미만 →84.83%
    - 용적률 : 기존 지구단위계획 적용 →737.43%이하
 "
"2005","18","2005-11-24 00:00:00.0","3","뉴타운사업2반","도시·주거환경정비기본계획변경(도시환경정비사업분야)
 ","원안가결","ㅇ동대문구 전농동 494번지 일대
    - 도시환경정비예정구역 : 31,033㎡
    - 지정용도변경, 용적률 등 변경"
"2001","5","2001-06-27 00:00:00.0","1","도시계획과","도시계획 용도지역 변경결정
 ","원안가결","중구 정동 16-1번지 일대
  - 면 적 : 1,401㎡
 "
"2001","5","2001-06-27 00:00:00.0","2","시설계획과","도시계획시설(시장) 변경결정
 ","보류","서초구 서초동 1445번지 일대
  - 면 적 : 32,680 → 0㎡
 "
"2001","5","2001-06-27 00:00:00.0","3","시설계획과","도시계획시설(학교, 수도) 
 변경결정
 ","원안가결","성동구 행당동 317-19번지 일대
  - 면 적 : 4,443㎡
 "
"2001","5","2001-06-27 00:00:00.0","4","재개발과","불광 제2주택재개발구역 지정
 ","조건부가결","은평구 불광동 1번지 일대 
  - 면 적 : 43,845㎡
 "
"2001","5","2001-06-27 00:00:00.0","5","재개발과","마포로1구역 제4지구 도심
 재개발구역 변경결정
 ","보류","마포구 도화동 46-1외 17필지 
  - 면 적 : 12,478.4㎡
 "
"2001","5","2001-06-27 00:00:00.0","6","도시계획과","도시계획 용도지구(고도지구)
 변경결정
 ","속개회의","용산구 한남동 679번지 일대
  - 면 적 : 145,900㎡
 "
"2001","5","2001-06-27 00:00:00.0","7","도시계획과","자연경관지구 내 건축규제
 완화구역 지정
 ","속개회의","광진구 광장동 414-1번지 일대
  - 면 적 : 38,000㎡
 "
"2001","5","2001-06-27 00:00:00.0","8","재개발과","하왕제1구역 제4지구 주택재개발구역변경(사업계획변경) 지정
 ","속개회의","성동구 하왕십리동 1000번지
 일대
   - 면 적 : 41,679㎡ → 41,664㎡ 
 "
"2001","5","2001-06-27 00:00:00.0","9","재개발과","회현구역 2지구 도심재개발구역
 지정 변경결정
 ","속개회의","중구 회현동 10-1번지 일대
   - 면 적 : 12,886㎡ 
 "
"2001","5","2001-06-27 00:00:00.0","10","시설계획과","도시계획시설(운동장) 변경결정
 ","속개회의","구로구 오류동 106번지 일대
  - 면 적 : 62,719㎡→58,171㎡
 (감 4,548㎡)
 "
"2001","5","2001-06-27 00:00:00.0","11","시설계획과","자연경관지구 안의 건축물(학교) 높이제한 완화
 ","속개회의","성북구 안암동5가 1-2번지 일대 (고려대학교)
  - 학군단 : 3층(12m) 
 → 3층(15.1m) 이하
 "
"2001","5","2001-06-27 00:00:00.0","12","시설계획과","도시계획시설(도로) 변경결정
 ","속개회의","구로구 구로동 552-8 ∼ 584-1
 번지 일대
   - 폭 : 25ｍ → 20m,  연장 : 503m 
 "
"2006","7","2006-04-19 00:00:00.0","3","도시계획과","도시관리계획(용도지역 · 
 도시계획시설) 변경결정","조건부가결","○ 서초구 방배동 507-1번지 일대
   - 면 적 : 17,777㎡"
"2006","7","2006-04-19 00:00:00.0","4","도시계획과","도시관리계획(용도지구:미관지구) 변경결정","원안가결","○ 성북구 길음동 1077~수유동679(강북구 경계)
   - 면 적 : 23,700㎡, 연장790m(양측15m)
   - 내 용 : 역사문화미관지구→일반미관지구"
"2006","7","2006-04-19 00:00:00.0","6","시설계획과","도시계획시설(학교) 변경결
 정 및 건축물 높이제한 완화","원안가결","○ 중구 필동3가 26-1 (동국대학교)
    - 도시계획시설(학교) 변경결정
       · 면 적 : 117,171.6㎡ → 124,010.0 ㎡ 
               (증 6,838.4 ㎡)
    - 최고고도지구내 건축물 높이제한 완화
       · 5층 20m이하 → 7층 28m이하"
"2006","7","2006-04-19 00:00:00.0","1","도시계획과","도시관리계획(용도지역·
 용도지구) 변경결정","원안가결","○ 중구 신당동 236번지 일대
   - 면 적 : 42,767㎡ "
"2006","7","2006-04-19 00:00:00.0","2","도시계획과","도시관리계획(용도지역 · 
 용도지구) 변경결정","수정가결","○ 성북구 정릉동 757번지 일대
   - 면 적 : 307,633㎡"
"2006","7","2006-04-19 00:00:00.0","5","시설계획과","도시계획시설(시장) 변경결
 정(폐지) 및 층수완화","원안가결","○ 강서구 화곡동 1071-19 (강서중앙시장)
    - 도시계획시설(시장) 폐지 : A=3,290㎡
    - 층수완화(제2종일반주거지역) 
       : 7층이하 → 12층이하"
"2006","7","2006-04-19 00:00:00.0","7","시설계획과","자연녹지지역내 도시계획시
 설(학교) 용적률 완화","원안가결","○ 노원구 공릉동 228-1 일대 (화랑초등학교)
    - 자연녹지지역내 용적률 완화
       · 49.7%이하→ 60.0%이하(증10.3%)"
"2006","7","2006-04-19 00:00:00.0","8","시설계획과","도시계획시설(도로&#65381;광장&#65381;수도) 결정 (변경)","원안가결","○ 강동구 암사동~중랑구 면목동
    - 규 모
      · 도로 : B=25~46m, L=885m외 4건
      · 광장 : 98,132㎡(신설)
      · 수도 : 387,801㎡→366,845㎡
              (감20,956㎡)"
"2006","7","2006-04-19 00:00:00.0","9","시설계획과","도시계획시설(공원) 변경
 결정","수정가결","○ 위 치 : 성북구 정릉동 산 1-15일대
    - 면 적 : 29,665,380㎡ → 29,510,287㎡
              (감 155,093㎡)"
"2001","5","2001-06-27 00:00:00.0","13","시설계획과","도시계획시설(운동장, 주차장)
 결정 및 변경결정
 ","속개회의","중구 을지로7가 2-1번지 일대
   - 운동장 : 92,587.7㎡ 
 → 88,434.1㎡(감 4,153.6㎡)
   - 주차장 : 3,921.1㎡
 "
"2001","5","2001-06-27 00:00:00.0","14","시설계획과","도시계획시설(하수도, 가스
 공급설비) 결정 및 변경결정
 ","속개회의","강서구 마곡동 61-1번지 일대
   - 하수도 : 1,063,313 
 → 1,062,219㎡(감 1,094㎡)
   - 가스공급설비 : 1,184㎡
 "
"2001","5","2001-06-27 00:00:00.0","15","시설계획과","도시계획시설(시장) 변경결정
 ","속개회의","성북구 월곡동 16-1번지 일대
   - 면 적 : 4,290㎡ → 0㎡ 
 "
"2001","5","2001-06-27 00:00:00.0","16","시설계획과","도시계획시설(학교, 종합의료
 시설) 변경결정
 ","속개회의","영등포구 여의도동 62번지 일대
   - 종합의료시설 : 10,566㎡ 
 → 27,095㎡(증 16,529㎡)
   - 학   교 : 16,529㎡ → 0㎡
 "
"2001","5","2001-06-27 00:00:00.0","17","시설계획과","도시계획시설(연구시설)
 건축계획 변경(용적률완화)
 ","속개회의","서초구 우면동 16번지
   - 면 적 : 35,364.7㎡ 
   - 용적률 완화 : 52.46％
 → 55% 이하
 "
"2001","5","2001-06-27 00:00:00.0","18","시설계획과","도시계획시설(청소년수련시설) 결정
 ","속개회의","도봉구 쌍문동 381-4번지 일대
   - 면 적 : 613㎡ 
 "
"2001","5","2001-06-27 00:00:00.0","19","시설계획과","자연경관지구 내 건축물(학교)
 높이제한 완화
 ","속개회의","종로구 명륜동 53-21번지 
 (성균관대학교)
   - 법학관 : 3층(12m) 
 → 5층(19.80m) 이하
 "
"2001","5","2001-06-27 00:00:00.0","20","시설계획과","자연경관지구 내 건축물(학교)
 높이제한 완화
 ","속개회의","성북구 정릉동 861-1외 43필지 (국민대학교)
   - 완화(높이) : 3층(12ｍ) 
 →5층(20ｍ) 이하
 "
"2001","5","2001-06-27 00:00:00.0","21","시설계획과","자연경관지구 안의 건축물(학교)
 높이제한 완화
 ","속개회의","서대문구 연희동 산51-1번지 
 (연세대학교)
   - 산학합동연구원 조건부가결 
 사항 (주차장지하화)
 "
"2001","5","2001-06-27 00:00:00.0","22","시설계획과","도시계획시설(공원) 변경결정
 ","속개회의","서초구 반포동 63-2번지 일대 (서래골공원)
   - 면 적 : 1,446.1㎡ → 4,687.1㎡(증 3,241㎡)
 "
"2001","5","2001-06-27 00:00:00.0","23","시설계획과","도시계획시설(학교) 결정
 ","속개회의","성북구 석관동 27-2번지 일대
   - 면 적 : 10,400㎡ 
 "
"2001","7","2001-09-21 00:00:00.0","1","도시계획과","개발제한구역 변경결정, 
 용도지역 변경결정, 
 지구단위계획구역 결정
 ","보류","종로구 부암동 306번지 일대 등 13개소
  - 지역변경 : 1,773,436㎡
  - 지구단위계획구역 결정 : 1,037,707㎡
  - 개발제한구역변경(해제) : 1,853,773㎡
 "
"2001","7","2001-09-21 00:00:00.0","2","재개발과","정릉제1주택재개발구역 지정
 ","수정가결","성북구 정릉동 44번지 일대
  - 면 적 : 31,739㎡
 "
"2001","7","2001-09-21 00:00:00.0","3","재개발과","길음6구역주택재개발구역지정
 ","수정가결","성북구 길음동 575번지 일대 
  - 면 적 : 54,640㎡
 "
"2001","7","2001-09-21 00:00:00.0","4","시설계획과","도시계획시설(시장) 변경결정
 ","속개회의","서초구 서초동 1445번지 일대
  - 면 적 : 32,680㎡ → 0㎡
 "
